title,Год выпуска,Поколение,Пробег,История пробега,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Оценка,пробег_история,ДТП,другое_история,тех_история,sold,Метро,ПТС
"Nissan Qashqai 2.0 CVT, 2018, 119 138 км, с пробегом, цена 1 130 000 руб. - Автомобили в Москве",2018,II рестайлинг (2017—2023),119 138 км,6 записей в отчёте Автотеки,1,Не битый,2.0 CVT (144 л.с.),2 л,Бензин,Вариатор,Передний,,Внедорожник 5-дверный,Серебряный,Левый,Z8NF*************,Не интересует,1 130 000 ₽ — цена ниже Авито Оценки,6 записей с 2018 года,ДТП не найдены,1 владелец по ПТС,6 записей с описанием работ,,Отрадное:до 5 мин.;Владыкино:от 31 мин.;Бибирево:от 31 мин.,Оригинал
"Toyota Camry 2.5 AT, 2016, 159 142 км, с пробегом, цена 2 200 000 руб. - Автомобили в Москве",2016,XV50 рестайлинг (2014—2017),159 142 км,13 записей в отчёте Автотеки,2,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,Элеганс Плюс,Седан,Серебряный,Правый,XW7B*************,0,,13 записей с 2016 года,,2 владельца по ПТС,7 записей с описанием работ,2 раза продавался на Авито,Братиславская:до 5 мин.;Марьино:11–15 мин.;Люблино:21–30 мин.,Оригинал
"Lexus RX 2.7 AT, 2014, 172 000 км, с пробегом, цена 2 420 000 руб. - Автомобили в Москве",2014,III рестайлинг (2012—2015),172 000 км,18 записей в отчёте Автотеки,1,Не битый,RX 270 2.7 AT (188 л.с.),2.7 л,Бензин,Автомат,Передний,,Внедорожник 5-дверный,Белый,Левый,JTJZ*************,Не интересует,2 420 000 ₽ — цена выше Авито Оценки,18 записей с 2015 года,ДТП не найдены,,19 записей с описанием работ,,Сходненская:6–10 мин.;Планерная:21–30 мин.;Тушинская:от 31 мин.,Оригинал
"Chevrolet Cruze 1.8 AT, 2012, 145 000 км, с пробегом, цена 928 000 руб. - Автомобили в Москве",2012,I рестайлинг (2012—2015),145 000 км,6 записей в отчёте Автотеки,1,Не битый,1.8 AT (141 л.с.),1.8 л,Бензин,Автомат,Передний,LS,Хетчбек 5-дверный,Серый,Левый,XUFJ*************,Не интересует,928 000 ₽ — цена выше Авито Оценки,6 записей с 2017 года,ДТП не найдены,1 владелец по ПТС,,,Жулебино:до 5 мин.;Котельники:11–15 мин.;Лермонтовский проспект:21–30 мин.,Оригинал
"BMW X6 3.0 AT, 2015, 174 000 км, с пробегом, цена 3 250 000 руб. - Автомобили в Москве",2015,F16 (2014—2020),174 000 км,10 записей в отчёте Автотеки,3,Не битый,30d 3.0 Steptronic (249 л.с.),3 л,Дизель,Автомат,Полный,M Sport,Внедорожник 5-дверный,Серый,Левый,X4XK*************,Не интересует,3 250 000 ₽ — соответствует оценке Авито,10 записей с 2016 года,,,8 записей с описанием работ,1 раз продавался на Авито,Проспект Вернадского:6–10 мин.;Новаторская:6–10 мин.;Мичуринский проспект:21–30 мин.,Оригинал
"Toyota Camry 2.5 AT, 2016, 85 087 км, с пробегом, цена 2 500 000 руб. - Автомобили в Москве",2016,XV50 рестайлинг (2014—2017),85 087 км,11 записей в отчёте Автотеки,2,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,Комфорт,Седан,Чёрный,Левый,XW7B*************,Не интересует,2 500 000 ₽ — цена выше Авито Оценки,11 записей с 2016 года,ДТП не найдены,2 владельца по ПТС,4 записи с описанием работ,3 раза продавался на Авито,Шаболовская:11–15 мин.;Серпуховская:11–15 мин.;Добрынинская:11–15 мин.,Оригинал
"Volkswagen Golf 1.4 MT, 1998, 242 000 км, с пробегом, цена 365 000 руб. - Автомобили в Москве",1998,Mk4 (1997—2006),242 000 км,9 записей в отчёте Автотеки,4+,Не битый,1.4 MT (75 л.с.),1.4 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Серебряный,Левый,WVWZ*************,Не интересует,365 000 ₽ — цена выше Авито Оценки,9 записей с 2014 года,,6 владельцев по ПТС,,5 раз продавался на Авито,ВДНХ:до 5 мин.;Алексеевская:16–20 мин.;Бутырская:от 31 мин.,Дубликат
"Infiniti FX35 3.5 AT, 2006, 210 000 км, с пробегом, цена 1 165 000 руб. - Автомобили в Москве",2006,I рестайлинг (2006—2008),210 000 км,5 записей в отчёте Автотеки,2,Не битый,3.5 4WD AT (280 л.с.),3.5 л,Бензин,Автомат,Полный,Premium + NAVI,Внедорожник 5-дверный,Оранжевый,Левый,JNRA*************,Не интересует,1 165 000 ₽ — цена выше Авито Оценки,5 записей с 2017 года,,2 владельца по ПТС,1 запись с описанием работ,,Борисово:6–10 мин.;Алма-Атинская:11–15 мин.;Марьино:21–30 мин.,Оригинал
"Ford Kuga 2.0 AMT, 2012, 142 000 км, с пробегом, цена 799 000 руб. - Автомобили в Москве",2012,I (2008—2012),142 000 км,5 записей в отчёте Автотеки,1,Не битый,2.0 TDCi 4WD AMT (140 л.с.),2 л,Дизель,Робот,Полный,Базовая,Внедорожник 5-дверный,Коричневый,Левый,WF0R*************,Возможен,799 000 ₽ — цена ниже Авито Оценки,5 записей с 2016 года,ДТП не найдены,1 владелец по ПТС,,,Калужская:11–15 мин.;Воронцовская:16–20 мин.;Новаторская:16–20 мин.,
"Opel Insignia 1.6 MT, 2020, 106 000 км, с пробегом, цена 1 650 000 руб. - Автомобили в Москве",2020,II (2017—2020),106 000 км,,1,Не битый,1.6 CDTi MT (136 л.с.),1.6 л,Дизель,Механика,Передний,Базовая,Лифтбек,Пурпурный,Левый,W0VZ*************,Не интересует,,,,,,,Медведково:до 5 мин.;Бабушкинская:21–30 мин.;Свиблово:от 31 мин.,Электронный
"ВАЗ (LADA) 2114 Samara 1.6 MT, 2005, 250 000 км, с пробегом, цена 195 000 руб. - Автомобили в Москве",2005,I (2001—2014),250 000 км,8 записей в отчёте Автотеки,3,Не битый,1.6 MT (81 л.с.),1.6 л,Бензин,Механика,Передний,Люкс,Хетчбек 5-дверный,Бордовый,Левый,XTA2*************,Не интересует,195 000 ₽ — цена выше Авито Оценки,8 записей с 2013 года,ДТП не найдены,,,3 раза продавался на Авито,Улица Дмитриевского:16–20 мин.;Косино:21–30 мин.;Лермонтовский проспект:21–30 мин.,Оригинал
"Skoda Kodiaq 2.0 AMT, 2017, 116 000 км, с пробегом, цена 2 840 000 руб. - Автомобили в Москве",2017,I (2016—2022),116 000 км,13 записей в отчёте Автотеки,2,Не битый,2.0 TDI 4WD DSG (150 л.с.),2 л,Дизель,Робот,Полный,Style Plus,Внедорожник 5-дверный,Серебряный,Левый,TMBL*************,Не интересует,2 840 000 ₽ — цена выше Авито Оценки,13 записей с 2017 года,,,10 записей с описанием работ,1 раз продавался на Авито,Сходненская:до 5 мин.;Планерная:16–20 мин.;Речной вокзал:от 31 мин.,Оригинал
"Porsche Cayenne 3.2 AT, 2004, 350 000 км, с пробегом, цена 975 000 руб. - Автомобили в Москве",2004,I (2002—2007),350 000 км,13 записей в отчёте Автотеки,4+,Не битый,3.2 AT (250 л.с.),3.2 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Белый,Левый,WP1A*************,Возможен,975 000 ₽ — соответствует оценке Авито,13 записей с 2013 года,,7 владельцев по ПТС,,3 раза продавался на Авито,Пятницкое шоссе:от 31 мин.,Оригинал
"Nissan Qashqai 1.6 CVT, 2013, 217 000 км, с пробегом, цена 1 030 000 руб. - Автомобили в Москве",2013,I рестайлинг (2010—2013),217 000 км,18 записей в отчёте Автотеки,2,Не битый,1.6 CVT (117 л.с.),1.6 л,Бензин,Вариатор,Передний,SE,Внедорожник 5-дверный,Белый,Левый,SJNF*************,Возможен,1 030 000 ₽ — соответствует оценке Авито,18 записей с 2014 года,ДТП не найдены,,14 записей с описанием работ,2 раза продавался на Авито,Окская:6–10 мин.;Рязанский проспект:16–20 мин.;Стахановская:21–30 мин.,Оригинал
"Volkswagen Passat CC 1.8 AMT, 2014, 124 914 км, с пробегом, цена 949 000 руб. - Автомобили в Москве",2014,B6 рестайлинг (2012—2017),124 914 км,8 записей в отчёте Автотеки,1,Не битый,1.8 TSI DSG (152 л.с.),1.8 л,Бензин,Робот,Передний,Sport,Седан,Белый,Левый,WVWZ*************,0,949 000 ₽ — цена ниже Авито Оценки,8 записей с 2016 года,,,,2 раза продавался на Авито,Пражская:до 5 мин.;Южная:11–15 мин.;Улица академика Янгеля:21–30 мин.,Оригинал
"Suzuki Grand Vitara 2.0 AT, 2000, 115 000 км, с пробегом, цена 880 000 руб. - Автомобили в Москве",2000,I рестайлинг (2000—2006),115 000 км,7 записей в отчёте Автотеки,2,Не битый,2.0 4WD AT (128 л.с.),2 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Зелёный,Левый,JSAF*************,Возможен,880 000 ₽ — цена выше Авито Оценки,7 записей с 2013 года,ДТП не найдены,2 владельца по ПТС,,1 раз продавался на Авито,Шаболовская:11–15 мин.;Серпуховская:11–15 мин.;Добрынинская:11–15 мин.,Оригинал
"Toyota Camry 3.5 AT, 2015, 265 000 км, с пробегом, цена 1 790 000 руб. - Автомобили в Москве",2015,XV50 рестайлинг (2014—2017),265 000 км,39 записей в отчёте Автотеки,4+,Не битый,3.5 V6 AT (249 л.с.),3.5 л,Бензин,Автомат,Передний,Люкс,Седан,Белый,Левый,XW7B*************,Не интересует,1 790 000 ₽ — соответствует оценке Авито,39 записей с 2015 года,,7 владельцев по ПТС,23 записи с описанием работ,5 раз продавался на Авито,Строгино:до 5 мин.;Спартак:от 31 мин.;Мякинино:от 31 мин.,Дубликат
"Ford Focus 1.6 AT, 2007, 214 000 км, с пробегом, цена 445 000 руб. - Автомобили в Москве",,,,,,,,,,,,,,,,,,,,,,,,,
"Land Rover Range Rover Sport 3.0 AT, 2010, 320 000 км, с пробегом, цена 1 535 000 руб. - Автомобили в Москве",2010,I рестайлинг (2009—2013),320 000 км,55 записей в отчёте Автотеки,2,Не битый,3.0 TD AT (245 л.с.),3 л,Дизель,Автомат,Полный,HSE,Внедорожник 5-дверный,Чёрный,Левый,SALL*************,Не интересует,1 535 000 ₽ — соответствует оценке Авито,55 записей с 2010 года,ДТП не найдены,2 владельца по ПТС,60 записей с описанием работ,3 раза продавался на Авито,Бульвар Рокоссовского:до 5 мин.;Черкизовская:21–30 мин.;Локомотив:21–30 мин.,Оригинал
"Kia Optima 2.0 AT, 2019, 260 000 км, с пробегом, цена 1 280 000 руб. - Автомобили в Москве",2019,IV рестайлинг (2018—2020),260 000 км,7 записей в отчёте Автотеки,2,Не битый,2.0 MPI AT (150 л.с.),2 л,Бензин,Автомат,Передний,Comfort,Седан,Белый,Левый,XWEG*************,Не интересует,1 280 000 ₽ — цена выше Авито Оценки,7 записей с 2019 года,,,,,Бибирево:21–30 мин.;Алтуфьево:21–30 мин.;Медведково:от 31 мин.,
"Volkswagen Passat 1.8 AMT, 2012, 153 500 км, с пробегом, цена 1 135 000 руб. - Автомобили в Москве",2012,B7 (2010—2015),153 500 км,16 записей в отчёте Автотеки,4+,Не битый,1.8 TSI DSG (152 л.с),1.8 л,Бензин,Робот,Передний,Business Edition,Седан,Чёрный,Левый,WVWZ*************,Не интересует,1 135 000 ₽ — цена выше Авито Оценки,16 записей с 2015 года,,4 владельца по ПТС,3 записи с описанием работ,4 раза продавался на Авито,Некрасовка:до 5 мин.;Лухмановская:21–30 мин.;Улица Дмитриевского:от 31 мин.,Оригинал
"BMW 5 серия 2.0 AT, 2021, 50 000 км, с пробегом, цена 4 777 000 руб. - Автомобили в Москве",2021,G30/G31 рестайлинг (2020—2024),50 000 км,Проверить в Автотеке,1,Не битый,520i 2.0 Steptronic (184 л.с.),2 л,Бензин,Автомат,Задний,Business,Седан,Чёрный,Левый,WBA7*************,Не интересует,,,ДТП не найдены,,,,Марьино:21–30 мин.;Борисово:от 31 мин.;Братиславская:от 31 мин.,Электронный
"Audi Q7 3.0 AT, 2015, 173 000 км, с пробегом, цена 2 990 000 руб. - Автомобили �в Москве",2015,4L рестайлинг (2009—2015),173 000 км,12 записей в отчёте Автотеки,2,Не битый,3.0 TDI quattro Tiptronic (245 л.с.),3 л,Дизель,Автомат,Полный,Exclusive Edition,Внедорожник 5-дверный,Белый,Левый,WAUZ*************,Не интересует,2 990 000 ₽ — цена выше Авито Оценки,12 записей с 2021 года,,,3 записи с описанием работ,2 раза продавался на Авито,Жулебино:6–10 мин.;Котельники:11–15 мин.;Лермонтовский проспект:от 31 мин.,Оригинал
"Mercedes-Benz GLK-класс 2.1 AT, 2015, 65 000 км, с пробегом, цена 2 850 000 руб. - Автомобили в Москве",2015,X204 рестайлинг (2012—2015),65 000 км,4 записи в отчёте Автотеки,1,Не битый,GLK 220d 2.1 4MATIC 7G-Tronic (170 л.с.),2.1 л,Дизель,Автомат,Полный,Blueefficiency Особая серия,Внедорожник 5-дверный,Белый,Левый,WDC2*************,Не интересует,2 850 000 ₽ — цена выше Авито Оценки,4 записи с 2016 года,ДТП не найдены,,2 записи с описанием работ,,Охотный ряд:до 5 мин.;Площадь революции:6–10 мин.;Театральная:6–10 мин.,Оригинал
"Nissan Juke 1.6 CVT, 2011, 93 500 км, с пробегом, цена 1 050 000 руб. - Автомобили в Москве",2011,I (2010—2014),93 500 км,15 записей в отчёте Автотеки,3,Не битый,1.6 CVT (117 л.с.),1.6 л,Бензин,Вариатор,Передний,SE+ Sport,Внедорожник 5-дверный,Белый,Левый,SJNF*************,Не интересует,1 050 000 ₽ — цена выше Авито Оценки,15 записей с 2016 года,,3 владельца по ПТС,1 запись с описанием работ,3 раза продавался на Авито,Ясенево:11–15 мин.;Тёплый стан:16–20 мин.;Новоясеневская:от 31 мин.,Оригинал
"Mercedes-Benz C-класс 1.8 AT, 2004, 300 000 км, с пробегом, цена 540 000 руб. - Автомобили в Москве",2004,W203/S203/CL203 рестайлинг (2004—2008),300 000 км,10 записей в отчёте Автотеки,3,Не битый,C 180 1.8 AT (143 л.с.),1.8 л,Бензин,Автомат,Задний,Базовая,Седан,Серебряный,Левый,WDB2*************,Не интересует,540 000 ₽ — соответствует оценке Авито,10 записей с 2017 года,ДТП не найдены,3 владельца по ПТС,3 записи с описанием работ,1 раз продавался на Авито,Юго-Восточная:до 5 мин.;Выхино:16–20 мин.;Косино:21–30 мин.,Оригинал
"Ford Mondeo 2.0 AMT, 2011, 40 062 км, с пробегом, цена 1 450 000 руб. - Автомобили в Москве",2011,IV рестайлинг (2010—2014),40 062 км,3 записи в отчёте Автотеки,1,Не битый,2.0 PowerShift (200 л.с.),2 л,Бензин,Робот,Передний,Titanium,Лифтбек,Серый,Левый,WF0E*************,Не интересует,,3 записи с 2012 года,ДТП не найдены,1 владелец по ПТС,4 записи с описанием работ,,Петровский парк:11–15 мин.;Аэропорт:11–15 мин.;Динамо:16–20 мин.,Оригинал
"BMW 7 серия 6.0 AT, 2013, 186 940 км, с пробегом, цена 2 550 000 руб. - Автомобили в Москве",2013,F01/F02 рестайлинг (2012—2015),186 940 км,11 записей в отчёте Автотеки,4+,Не битый,760i 6.0 AT (544 л.с.),6 л,Бензин,Автомат,Задний,Базовая,Седан,Чёрный,Левый,WBAY*************,0,,11 записей с 2016 года,ДТП не найдены,5 владельцев по ПТС,4 записи с описанием работ,2 раза продавался на Авито,Зорге:до 5 мин.;Октябрьское поле:11–15 мин.;Хорошёво:16–20 мин.,Оригинал
"Volkswagen Passat 2.0 AMT, 2013, 169 000 км, с пробегом, цена 1 295 000 руб. - Автомобили в Москве",2013,B7 (2010—2015),169 000 км,5 записей в отчёте Автотеки,1,Не битый,2.0 TSI 4Motion DSG (210 л.с) Alltrack,2 л,Бензин,Робот,Полный,Базовая,Универсал,Коричневый,Левый,WVWZ*************,Возможен,1 295 000 ₽ — соответствует оценке Авито,5 записей с 2016 года,ДТП не найдены,1 владелец по ПТС,,,Южная:6–10 мин.;Пражская:6–10 мин.;Улица академика Янгеля:от 31 мин.,
"BMW X5 3.0 AT, 2015, 190 000 км, с пробегом, цена 3 195 000 руб. - Автомобили в Москве",2015,F15 (2013—2018),190 000 км,,1,Не битый,30d 3.0 xDrive Steptronic (258 л.с.),3 л,Дизель,Автомат,Полный,M Sport,Внедорожник 5-дверный,Чёрный,Левый,5UXK*************,Не интересует,,,,,,,Кантемировская:21–30 мин.;Царицыно:от 31 мин.;Орехово:от 31 мин.,Электронный
"BMW X5 3.0 AT, 2010, 183 000 км, с пробегом, цена 1 910 000 руб. - Автомобили в Москве",2010,E70 рестайлинг (2010—2013),183 000 км,6 записей в отчёте Автотеки,2,Не битый,35i 3.0 AT (306 л.с.),3 л,Бензин,Автомат,Полный,M Sport,Внедорожник 5-дверный,Чёрный,Левый,5UXZ*************,Не интересует,1 910 000 ₽ — соответствует оценке Авито,6 записей с 2018 года,,2 владельца по ПТС,1 запись с описанием работ,,Ломоносовский проспект:6–10 мин.;Раменки:16–20 мин.;Минская:21–30 мин.,Оригинал
"Kia Rio 1.6 AT, 2021, 67 385 км, с пробегом, цена 1 060 000 руб. - Автомобили в Москве",2021,IV рестайлинг (2020—2024),67 385 км,6 записей в отчёте Автотеки,2,Не битый,1.6 AT (123 л.с.),,Бензин,Автомат,Передний,,Седан,Коричневый,Левый,Z94C*************,0,1 060 000 ₽ — цена ниже Авито Оценки,6 записей с 2021 года,,,2 записи с описанием работ,2 раза продавался на Авито,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Оригинал
"Toyota Land Cruiser Prado 3.0 AT, 2013, 227 000 км, с пробегом, цена 3 050 000 руб. - Автомобили в Москве",2013,150 рестайлинг (2013—2017),227 000 км,12 записей в отчёте Автотеки,2,Не битый,3.0 D AT (173 л.с.),3 л,Дизель,Автомат,Полный,Luxe 5 мест,Внедорожник 5-дверный,Чёрный,Левый,RUTB*************,Не интересует,3 050 000 ₽ — цена выше Авито Оценки,12 записей с 2015 года,,,,4 раза продавался на Авито,Строгино:до 5 мин.;Спартак:от 31 мин.;Мякинино:от 31 мин.,Оригинал
"Dodge Challenger 3.6 AT, 2017, 80 000 км, с пробегом, цена 4 199 000 руб. - Автомобили в Москве",2017,III рестайлинг 2 (2014—2024),80 000 км,4 записи в отчёте Автотеки,2,Не битый,3.6 4WD AT (309 л.с.),3.6 л,Бензин,Автомат,Полный,Базовая,Купе,Красный,Левый,2C3C*************,Возможен,4 199 000 ₽ — цена выше Авито Оценки,4 записи с 2020 года,ДТП не найдены,,1 запись с описанием работ,1 раз продавался на Авито,Авиамоторная:6–10 мин.;Лефортово:21–30 мин.;Римская:21–30 мин.,Оригинал
"Hyundai Elantra 2.0 AT, 2020, 37 700 км, с пробегом, цена 1 877 000 руб. - Автомобили в Москве",2020,VI рестайлинг (2018—2020),37 700 км,2 записи в отчёте Автотеки,1,Не битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,Elegance + High-Tech,Седан,Чёрный,Левый,KMHD*************,Не интересует,,2 записи с 2023 года,ДТП не найдены,,,,Первомайская:до 5 мин.;Измайловская:16–20 мин.;Щёлковская:16–20 мин.,Электронный
"Mazda 3 1.5 AT, 2015, 115 000 км, с пробегом, цена 1 650 000 руб. - Автомобили в Москве",2015,BM (2013—2016),115 000 км,10 записей в отчёте Автотеки,2,Не битый,1.5 AT (120 л.с.),1.5 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,JMZB*************,Не интересует,1 650 000 ₽ — цена выше Авито Оценки,10 записей с 2018 года,,,2 записи с описанием работ,2 раза продавался на Авито,Университет:16–20 мин.;Профсоюзная:21–30 мин.;Новаторская:21–30 мин.,Оригинал
"Lexus NX 2.0 AT, 2020, 23 000 км, с пробегом, цена 4 099 000 руб. - Автомобили в Москве",2020,Z10 рестайлинг (2017—2021),23 000 км,3 записи в отчёте Автотеки,1,Не битый,NX 300 2.0 4WD AT (238 л.с.),2 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Серый,Левый,JTJD*************,Возможен,4 099 000 ₽ — цена ниже Авито Оценки,3 записи с 2022 года,ДТП не найдены,1 владелец по ПТС,,,Выставочная:до 5 мин.;Деловой центр:до 5 мин.;Международная:6–10 мин.,Электронный
"Kia Picanto 1.2 AT, 2011, 92 189 км, с пробегом, цена 649 000 руб. - Автомобили в Москве",2011,II (2011—2015),92 189 км,9 записей в отчёте Автотеки,2,Не битый,1.2 AT (85 л.с.),1.2 л,Бензин,Автомат,Передний,Comfort,Хетчбек 5-дверный,Жёлтый,Левый,KNAB*************,Возможен,649 000 ₽ — цена ниже Авито Оценки,9 записей с 2013 года,ДТП не найдены,2 владельца по ПТС,9 записей с описанием работ,1 раз продавался на Авито,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,
"Chevrolet Lanos 1.5 MT, 2008, 273 772 км, с пробегом, цена 80 000 руб. - Автомобили в Москве",2008,I (2002—2009),273 772 км,13 записей в отчёте Автотеки,3,Не битый,1.5 MT (86 л.с.),1.5 л,Бензин,Механика,Передний,,Седан,Серый,Левый,Y6DT*************,Не интересует,80 000 ₽ — цена ниже Авито Оценки,13 записей с 2010 года,,,1 запись с описанием работ,3 раза продавался на Авито,Строгино:от 31 мин.;Крылатское:от 31 мин.;Мякинино:от 31 мин.,Оригинал
"УАЗ 31519 2.7 MT, 2006, 70 000 км, с пробегом, цена 320 000 руб. - Автомобили в Москве",2006,I (1985—2013),70 000 км,7 записей в отчёте Автотеки,1,Не битый,2.7 MT (112 л.с.),2.7 л,Бензин,Механика,Полный,Базовая,Внедорожник 5-дверный,Жёлтый,Левый,XTT3*************,Не интересует,320 000 ₽ — цена выше Авито Оценки,7 записей с 2018 года,,,,3 раза продавался на Авито,Новогиреево:от 31 мин.;Новокосино:от 31 мин.;Перово:от 31 мин.,Оригинал
"Infiniti FX35 3.5 AT, 2005, 177 000 км, с пробегом, цена 1 000 000 руб. - Автомобили в Москве",2005,I (2002—2006),177 000 км,4 записи в отчёте Автотеки,3,Не битый,3.5 4WD AT (280 л.с.),3.5 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Серый,Левый,JNRA*************,Не интересует,1 000 000 ₽ — цена выше Авито Оценки,4 записи с 2017 года,ДТП не найдены,,1 запись с описанием работ,,Щукинская:до 5 мин.;Стрешнево:21–30 мин.;Октябрьское поле:21–30 мин.,
"Hyundai Getz 1.6 AT, 2007, 111 896 км, с пробегом, цена 520 000 руб. - Автомобили в Москве",2007,I рестайлинг (2005—2011),111 896 км,6 записей в отчёте Автотеки,3,Не битый,1.6 AT (105 л.с.),1.6 л,Бензин,Автомат,Передний,GLS,Хетчбек 5-дверный,Зелёный,Левый,KMHB*************,Возможен,520 000 ₽ — соответствует оценке Авито,6 записей с 2012 года,ДТП не найдены,3 владельца по ПТС,,,Медведково:от 31 мин.;Бабушкинская:от 31 мин.,
"Ford Fusion 1.4 AMT, 2005, 245 000 км, с пробегом, цена 300 000 руб. - Автомобили в Москве",2005,I (2002—2005),245 000 км,5 записей в отчёте Автотеки,4+,Не битый,1.4 AMT (80 л.с.),1.4 л,Бензин,Робот,Передний,Базовая,Хетчбек 5-дверный,Серый,Левый,WF0U*************,0,300 000 ₽ — соответствует оценке Авито,5 записей с 2015 года,,6 владельцев по ПТС,1 запись с описанием работ,,Кантемировская:от 31 мин.;Орехово:от 31 мин.;Борисово:от 31 мин.,Дубликат
"BMW 3 серия 2.0 AT, 2019, 97 000 км, с пробегом, цена 3 300 000 руб. - Автомобили в Москве",2019,G20/G21 (2018—2023),97 000 км,3 записи в отчёте Автотеки,1,Не битый,318d 2.0 AT (150 л.с.),2 л,Дизель,Автомат,Задний,Sport Line,Седан,Чёрный,Левый,WBA5*************,Возможен,3 300 000 ₽ — цена выше Авито Оценки,3 записи с 2021 года,ДТП не найдены,,3 записи с описанием работ,1 раз продавался на Авито,Таганская:6–10 мин.;Марксистская:11–15 мин.;Китай-город:16–20 мин.,Электронный
"Honda Civic 1.8 MT, 2011, 136 000 км, с пробегом, цена 1 140 000 руб. - Автомобили в Москве",2011,VIII рестайлинг (2008—2011),136 000 км,10 записей в отчёте Автотеки,2,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Серый,Левый,NLAF*************,Не интересует,1 140 000 ₽ — цена выше Авито Оценки,10 записей с 2017 года,ДТП не найдены,2 владельца по ПТС,2 записи с описанием работ,1 раз продавался на Авито,Стрешнево:до 5 мин.;Войковская:11–15 мин.;Балтийская:21–30 мин.,Оригинал
"Genesis G90 3.3 AT, 2017, 133 620 км, с пробегом, цена 2 245 000 руб. - Автомобили в Москве",2017,I (2016—2019),133 620 км,26 записей в отчёте Автотеки,2,Не битый,3.3 4WD AT (370 л.с.),3.3 л,Бензин,Автомат,Полный,Royal,Седан,Чёрный,Левый,XWEG*************,Возможен,2 245 000 ₽ — цена ниже Авито Оценки,26 записей с 2017 года,,2 владельца по ПТС,25 записей с описанием работ,1 раз продавался на Авито,Электрозаводская:6–10 мин.;Семёновская:6–10 мин.;Преображенская площадь:11–15 мин.,Оригинал
"Volkswagen Polo 1.6 MT, 2016, 235 000 км, с пробегом, цена 615 000 руб. - Автомобили в Москве",2016,V рестайлинг (2015—2020),235 000 км,7 записей в отчёте Автотеки,3,Не битый,1.6 MPI MT (110 л.с.),1.6 л,Бензин,Механика,Передний,,Седан,Серый,Левый,XW8Z*************,Не интересует,,7 записей с 2018 года,,,,1 раз продавался на Авито,Сходненская:16–20 мин.;Тушинская:21–30 мин.;Спартак:от 31 мин.,Оригинал
"Volkswagen Transporter 1.9 MT, 2007, 546 900 км, с пробегом, цена 850 000 руб. - Автомобили в Москве",2007,T5 (2003—2009),546 900 км,7 записей в отчёте Автотеки,3,Не битый,1.9 TDI MT (85 л.с.),1.9 л,Дизель,Механика,Передний,Базовая,Фургон,Серебряный,Левый,WV1Z*************,Не интересует,850 000 ₽ — соответствует оценке Авито,7 записей с 2017 года,,,,3 раза продавался на Авито,Бабушкинская:от 31 мин.;Медведково:от 31 мин.;Свиблово:от 31 мин.,Оригинал
"ВАЗ (LADA) Largus 1.6 MT, 2014, 133 000 км, с пробегом, цена 800 000 руб. - Автомобили в Москве",,,,,,,,,,,,,,,,,,,,,,,,,
"Mercedes-Benz C-класс 1.6 AT, 2016, 78 000 км, с пробегом, цена 2 700 000 руб. - Автомобили в Москве",2016,W205/S205/C205/A205 (2014—2018),78 000 км,14 записей в отчёте Автотеки,4+,Не битый,C 180 1.6 7G-Tronic (150 л.с.),1.6 л,Бензин,Автомат,Задний,Sport Особая серия,Купе,Синий,Левый,WDD2*************,Не интересует,2 700 000 ₽ — соответствует оценке Авито,14 записей с 2017 года,ДТП не найдены,6 владельцев по ПТС,7 записей с описанием работ,3 раза продавался на Авито,Аннино:до 5 мин.;Лесопарковая:16–20 мин.;Улица академика Янгеля:16–20 мин.,Оригинал
"Volkswagen Passat 1.6 AT, 1998, 475 000 км, с пробегом, цена 175 000 руб. - Автомобили в Москве",1998,B5 (1996—2001),475 000 км,5 записей в отчёте Автотеки,4+,Не битый,1.6 AT (101 л.с.),1.6 л,Бензин,Автомат,Передний,Базовая,Универсал,Синий,Левый,WVWZ*************,Не интересует,175 000 ₽ — цена ниже Авито Оценки,5 записей с 2017 года,,4 владельца по ПТС,,1 раз продавался на Авито,Кунцевская:21–30 мин.;Давыдково:21–30 мин.;Молодёжная:от 31 мин.,Оригинал
